Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,AirTemp,TGBT,T1,T2,T3,T4,T5,T6,T7
2018-10-06 16:00:00+00:00,33.56,-0.07,33.28,18.88,19.69,1.67,2.90,1.01,0.84,2.63,1.27,5.03
2018-10-06 17:00:00+00:00,1.37,-0.38,1.32,18.20,20.92,1.72,3.08,1.13,0.88,3.42,1.26,5.06
2018-10-06 18:00:00+00:00,-0.60,-0.32,-0.64,17.60,19.93,1.72,3.15,1.01,0.97,2.34,1.24,5.08
2018-10-06 19:00:00+00:00,-0.68,-0.35,-0.73,17.30,19.10,1.72,3.19,1.01,1.11,2.00,1.17,4.59
2018-10-06 20:00:00+00:00,-0.45,-0.30,-0.48,16.86,19.52,1.78,3.22,1.03,1.09,2.00,1.00,4.99
2018-10-06 21:00:00+00:00,-0.53,-0.35,-0.57,15.63,19.68,1.80,3.43,1.02,1.20,1.98,0.97,4.88
2018-10-06 22:00:00+00:00,-0.67,-0.43,-0.71,14.95,20.49,1.83,3.57,1.13,1.44,2.20,1.18,4.84
2018-10-06 23:00:00+00:00,-0.39,-0.20,-0.45,14.71,19.75,1.83,3.48,1.01,1.30,2.09,0.98,4.69
2018-10-07 00:00:00+00:00,-0.42,-0.23,-0.46,14.46,20.17,1.83,3.49,1.01,1.33,2.38,0.98,4.80
2018-10-07 01:00:00+00:00,-0.56,-0.34,-0.61,14.30,20.61,1.89,3.62,1.02,1.39,2.48,1.02,4.85
2018-10-07 02:00:00+00:00,-0.66,-0.35,-0.70,13.93,20.93,1.88,3.68,1.02,1.47,2.62,1.00,4.90
2018-10-07 03:00:00+00:00,-0.39,-0.22,-0.47,13.91,20.83,1.88,3.69,1.02,1.48,2.73,1.01,4.68
2018-10-07 04:00:00+00:00,-0.39,-0.09,-0.46,13.84,21.28,1.90,3.76,1.12,1.63,2.84,1.01,4.68
2018-10-07 05:00:00+00:00,-0.19,-0.13,-0.25,14.06,24.05,2.11,4.33,1.00,2.22,3.81,1.03,5.08
2018-10-07 06:00:00+00:00,13.21,0.01,13.08,14.02,23.50,2.10,4.00,1.02,2.23,4.03,1.00,4.72
2018-10-07 07:00:00+00:00,63.44,0.81,62.87,14.27,24.30,2.05,3.99,1.02,2.36,4.00,1.22,5.25
2018-10-07 08:00:00+00:00,48.40,0.09,47.96,14.56,23.06,2.10,3.96,1.01,2.27,3.50,1.18,4.59
2018-10-07 09:00:00+00:00,31.46,-0.22,31.17,12.91,25.05,2.11,4.13,1.55,2.34,4.18,1.17,5.17
2018-10-07 10:00:00+00:00,65.49,0.01,64.84,12.32,25.82,2.34,4.51,1.50,2.51,4.32,1.03,5.16
2018-10-07 11:00:00+00:00,130.09,0.39,128.89,12.36,28.58,2.75,4.36,2.04,2.70,4.95,1.07,6.25
2018-10-07 12:00:00+00:00,88.29,0.24,87.53,12.54,29.34,2.54,4.17,1.90,2.57,5.68,1.05,7.02
2018-10-07 13:00:00+00:00,80.49,0.20,79.82,12.21,27.84,2.41,4.20,2.04,2.43,5.53,1.02,5.75
2018-10-07 14:00:00+00:00,80.36,0.26,79.73,12.57,27.09,2.35,3.81,2.12,1.94,4.90,1.04,6.52
2018-10-07 15:00:00+00:00,47.43,0.15,47.05,12.97,26.84,1.93,4.01,1.91,1.85,5.03,1.25,6.44
2018-10-07 16:00:00+00:00,9.84,-0.03,9.71,12.94,25.52,1.97,3.78,1.81,2.08,4.89,1.15,5.40
2018-10-07 17:00:00+00:00,1.18,-0.19,1.12,12.71,24.99,1.92,3.83,1.73,2.00,5.01,1.21,4.87
2018-10-07 18:00:00+00:00,-0.24,-0.07,-0.29,12.67,24.95,1.94,3.86,1.30,2.01,5.16,1.02,5.24
2018-10-07 19:00:00+00:00,-0.38,-0.19,-0.42,12.57,24.50,1.98,3.86,0.99,1.95,5.18,1.02,5.09
2018-10-07 20:00:00+00:00,-0.87,-0.55,-0.92,11.64,24.52,1.96,3.99,0.94,2.08,5.10,1.02,5.06
2018-10-07 21:00:00+00:00,-0.87,-0.54,-0.91,10.64,25.75,1.99,4.07,0.89,2.17,4.88,1.05,6.38
2018-10-07 22:00:00+00:00,-0.89,-0.46,-0.95,10.16,24.33,2.04,4.15,0.90,1.97,4.63,1.07,5.46
2018-10-07 23:00:00+00:00,-0.93,-0.39,-0.99,10.04,25.44,2.01,4.24,0.98,2.03,4.41,1.00,6.54
2018-10-08 00:00:00+00:00,-0.85,-0.44,-0.91,9.59,25.28,2.07,4.51,0.89,2.23,3.57,0.98,6.78
2018-10-08 01:00:00+00:00,-0.84,-0.49,-0.88,9.03,25.05,2.11,4.47,0.90,2.10,3.60,1.19,6.42
2018-10-08 02:00:00+00:00,-0.90,-0.47,-0.93,8.35,25.25,2.40,4.49,0.99,2.18,3.81,1.01,6.15
2018-10-08 03:00:00+00:00,-0.90,-0.43,-0.92,8.15,32.50,3.18,4.86,1.85,2.19,3.95,1.32,10.86
2018-10-08 04:00:00+00:00,-0.90,-0.50,-0.91,7.78,30.73,3.18,5.09,1.58,2.47,4.47,1.08,8.53
2018-10-08 05:00:00+00:00,-0.28,-0.46,-0.28,7.70,34.66,3.66,5.70,1.07,3.73,5.57,1.03,9.58
2018-10-08 06:00:00+00:00,44.17,201.93,22.96,7.60,68.15,14.42,10.50,0.75,3.17,5.90,1.18,26.96
2018-10-08 07:00:00+00:00,185.40,567.24,53.17,8.82,58.52,9.22,8.65,1.56,4.58,6.74,2.26,20.41
2018-10-08 08:00:00+00:00,338.34,731.53,68.37,11.46,56.09,11.64,8.68,1.13,4.05,6.66,2.94,15.62
2018-10-08 09:00:00+00:00,462.44,796.83,81.74,13.10,51.71,10.16,8.74,1.37,4.75,6.09,2.69,12.58
2018-10-08 10:00:00+00:00,540.68,816.82,92.84,14.18,44.65,8.75,6.36,1.90,3.52,5.64,2.26,11.27
2018-10-08 11:00:00+00:00,575.84,835.67,94.96,15.47,43.28,7.13,5.89,3.32,3.79,5.06,1.92,11.36
2018-10-08 12:00:00+00:00,553.75,806.91,101.40,16.39,42.93,7.76,7.19,2.43,3.64,5.35,2.24,9.10
2018-10-08 13:00:00+00:00,478.11,765.13,95.55,16.90,39.50,6.77,6.08,2.31,3.46,4.97,2.64,8.23
2018-10-08 14:00:00+00:00,372.60,711.00,84.50,17.39,37.58,6.89,5.16,2.04,2.71,4.35,2.63,8.89
2018-10-08 15:00:00+00:00,238.21,626.59,67.25,17.61,36.46,5.82,4.67,2.32,2.76,4.87,2.48,8.75
2018-10-08 16:00:00+00:00,66.28,205.40,38.15,16.84,33.05,5.12,3.99,2.20,2.13,5.08,2.54,7.33
2018-10-08 17:00:00+00:00,2.71,1.90,2.56,15.86,27.54,3.88,3.76,1.48,1.19,4.94,1.56,6.21
2018-10-08 18:00:00+00:00,-1.08,-0.66,-1.10,14.83,25.66,3.15,3.56,1.48,0.94,4.89,1.12,6.06
2018-10-08 19:00:00+00:00,-1.20,-0.47,-1.22,14.26,24.24,2.50,3.42,1.55,1.10,4.86,0.93,5.50
2018-10-08 20:00:00+00:00,-1.04,-0.60,-1.06,14.01,23.70,2.53,3.53,1.40,1.19,3.97,1.34,5.33
2018-10-08 21:00:00+00:00,-1.11,-0.54,-1.12,13.41,22.95,2.43,3.55,1.42,1.33,3.07,1.29,5.59
2018-10-08 22:00:00+00:00,-0.82,-0.59,-0.85,12.67,22.37,2.43,3.63,1.19,1.38,3.28,0.95,5.32
2018-10-08 23:00:00+00:00,-0.91,-0.44,-0.97,11.48,22.75,2.46,3.73,1.31,1.49,3.37,0.92,5.21
2018-10-09 00:00:00+00:00,-0.87,-0.46,-0.91,10.98,22.99,2.47,3.83,1.22,1.64,3.69,0.92,5.00
2018-10-09 01:00:00+00:00,-0.95,-0.44,-0.98,11.05,23.27,2.51,3.87,1.21,1.70,3.62,0.92,5.18
2018-10-09 02:00:00+00:00,-0.89,-0.46,-0.92,10.72,24.19,2.72,3.97,1.35,1.78,3.92,0.92,5.30
2018-10-09 03:00:00+00:00,-0.85,-0.50,-0.90,10.39,26.99,3.14,4.00,1.46,1.87,4.00,1.04,7.27
2018-10-09 04:00:00+00:00,-0.84,-0.47,-0.87,10.33,27.27,2.54,4.12,1.44,2.15,4.38,1.01,7.33
2018-10-09 05:00:00+00:00,-0.32,-0.46,-0.35,10.01,31.42,2.91,5.16,1.59,3.42,5.71,1.27,6.90
2018-10-09 06:00:00+00:00,37.24,108.86,25.66,9.97,50.35,7.42,7.99,1.50,3.82,5.42,1.85,17.61
2018-10-09 07:00:00+00:00,170.62,435.46,69.75,11.90,55.33,9.35,8.40,2.21,5.38,6.45,3.91,14.49
2018-10-09 08:00:00+00:00,321.29,629.44,92.00,13.72,54.22,9.05,7.42,1.87,7.42,6.33,4.25,12.78
2018-10-09 09:00:00+00:00,446.31,736.10,98.75,15.77,48.83,7.67,6.77,2.19,5.67,6.13,4.45,10.83
2018-10-09 10:00:00+00:00,529.99,795.67,98.22,17.60,39.34,4.79,5.20,2.22,3.79,5.53,3.69,9.28
2018-10-09 11:00:00+00:00,565.61,826.20,94.29,19.07,38.52,5.07,4.73,2.20,4.50,5.01,3.24,9.00
2018-10-09 12:00:00+00:00,540.67,792.62,101.41,20.55,38.95,6.11,5.48,2.01,4.11,5.07,3.67,7.57
2018-10-09 13:00:00+00:00,405.58,554.38,127.16,21.43,38.20,5.84,5.79,1.41,4.50,4.86,3.30,7.44
2018-10-09 14:00:00+00:00,334.00,610.71,94.30,21.80,36.25,5.19,5.37,1.07,3.74,4.73,3.14,8.05
2018-10-09 15:00:00+00:00,200.46,510.69,61.99,21.95,36.24,4.89,4.92,1.60,3.90,5.16,3.07,7.65
2018-10-09 16:00:00+00:00,61.39,251.69,30.08,21.08,31.92,3.72,3.92,0.94,1.90,5.51,3.27,7.89
2018-10-09 17:00:00+00:00,2.24,5.74,2.04,19.69,27.99,2.74,3.06,0.90,1.55,5.81,2.16,7.35
2018-10-09 18:00:00+00:00,-1.24,-0.60,-1.19,18.66,23.56,2.52,2.84,0.70,1.57,4.61,1.12,5.80
2018-10-09 19:00:00+00:00,-1.17,-0.59,-1.13,17.68,21.85,1.71,2.70,0.66,1.73,4.12,1.14,5.45
2018-10-09 20:00:00+00:00,-1.14,-0.54,-1.11,16.79,20.49,1.38,2.68,0.50,1.90,3.55,1.09,5.03
2018-10-09 21:00:00+00:00,-1.08,-0.54,-1.06,16.03,21.38,1.37,2.66,0.52,2.22,4.05,1.08,5.18
2018-10-09 22:00:00+00:00,-1.13,-0.51,-1.12,15.76,21.50,1.37,2.68,0.62,2.28,4.23,1.08,5.02
2018-10-09 23:00:00+00:00,-1.05,-0.53,-1.05,15.15,21.57,1.37,2.72,0.49,2.48,4.18,1.07,5.04
2018-10-10 00:00:00+00:00,-1.04,-0.55,-1.05,14.61,21.25,1.37,2.70,0.49,2.72,3.76,1.07,4.95
2018-10-10 01:00:00+00:00,-0.97,-0.51,-0.99,14.18,20.98,1.37,2.71,0.50,2.95,3.12,1.07,5.11
2018-10-10 02:00:00+00:00,-0.95,-0.47,-0.97,13.76,21.95,1.38,2.70,0.63,3.08,3.16,1.07,5.78
2018-10-10 03:00:00+00:00,-0.93,-0.48,-0.93,13.38,25.35,1.56,2.74,0.86,3.29,3.28,1.83,7.66
2018-10-10 04:00:00+00:00,-0.92,-0.46,-0.92,12.91,23.90,1.43,2.80,0.47,3.69,3.62,1.20,6.51
2018-10-10 05:00:00+00:00,-0.41,-0.41,-0.43,12.38,29.57,2.04,3.96,0.55,6.08,5.36,1.36,6.05
2018-10-10 06:00:00+00:00,39.17,173.59,21.75,12.29,42.65,5.35,4.48,2.05,7.56,6.16,1.34,11.27
2018-10-10 07:00:00+00:00,172.75,530.81,53.79,13.02,44.14,4.89,4.79,3.18,8.82,6.44,2.02,9.34
2018-10-10 08:00:00+00:00,321.99,702.71,69.98,14.31,46.83,3.90,4.83,3.65,7.96,6.68,3.79,11.24
2018-10-10 09:00:00+00:00,445.69,790.16,77.39,16.53,42.57,3.75,5.21,4.18,6.93,5.82,3.35,8.47
2018-10-10 10:00:00+00:00,531.58,846.64,77.33,19.44,35.99,2.75,4.52,2.38,4.25,5.31,2.77,9.36
2018-10-10 11:00:00+00:00,565.71,865.35,77.47,21.48,30.93,4.15,4.03,1.84,3.45,5.35,2.34,8.46
2018-10-10 12:00:00+00:00,542.25,838.52,82.50,22.89,37.52,4.22,4.46,2.78,4.27,5.86,3.28,7.45
2018-10-10 13:00:00+00:00,470.27,787.04,85.09,23.91,38.87,4.83,4.46,2.64,4.52,6.21,3.15,7.73
2018-10-10 14:00:00+00:00,369.10,757.88,72.44,24.41,38.27,4.45,4.73,3.52,4.43,5.19,3.16,7.47
2018-10-10 15:00:00+00:00,152.60,118.60,116.51,23.26,34.26,4.13,4.50,1.83,3.41,5.37,2.70,7.04
2018-10-10 16:00:00+00:00,33.23,-0.20,33.01,22.48,31.74,3.29,4.09,2.07,2.71,4.94,2.63,6.80
2018-10-10 17:00:00+00:00,-0.22,-0.55,-0.30,21.86,24.85,2.25,2.98,1.08,1.48,4.20,1.44,6.61
2018-10-10 18:00:00+00:00,-0.65,-0.29,-0.68,21.35,20.88,1.67,2.58,0.75,0.83,3.87,1.01,5.41
2018-10-10 19:00:00+00:00,-0.60,-0.24,-0.62,20.98,19.91,1.65,2.64,0.74,0.95,3.01,1.00,5.20
2018-10-10 20:00:00+00:00,-0.90,-0.35,-0.93,20.47,20.15,1.66,2.65,0.88,1.08,3.06,1.00,5.10
2018-10-10 21:00:00+00:00,-0.73,-0.29,-0.76,19.84,20.33,1.62,2.61,0.70,1.25,3.61,0.98,4.93
2018-10-10 22:00:00+00:00,-0.59,-0.20,-0.62,19.06,20.29,1.57,2.61,0.55,1.44,3.61,1.01,4.98
2018-10-10 23:00:00+00:00,-1.13,-0.37,-1.08,18.65,22.85,1.41,2.66,0.65,3.98,3.63,0.99,4.99
2018-10-11 00:00:00+00:00,-1.19,-0.59,-1.13,17.84,22.98,1.39,2.63,0.54,4.74,3.27,1.00,4.86
2018-10-11 01:00:00+00:00,-0.76,-0.51,-0.82,16.18,22.44,1.40,2.63,0.54,4.76,2.48,0.98,5.04
2018-10-11 02:00:00+00:00,-0.78,-0.36,-0.88,15.67,22.87,1.40,2.64,0.57,4.75,2.40,1.04,5.59
2018-10-11 03:00:00+00:00,-0.69,-0.42,-0.78,16.07,24.95,1.40,2.71,0.54,4.74,2.53,1.11,7.40
2018-10-11 04:00:00+00:00,-0.95,-0.50,-0.98,15.89,25.59,1.58,3.01,0.82,5.00,2.10,1.27,7.22
2018-10-11 05:00:00+00:00,-0.63,-0.35,-0.65,15.78,24.82,1.45,2.63,0.66,5.27,2.78,2.01,5.50
2018-10-11 06:00:00+00:00,29.56,52.71,23.24,15.83,31.34,3.11,3.36,0.72,6.46,4.55,1.55,6.95
2018-10-11 07:00:00+00:00,190.41,550.38,67.96,17.11,38.19,4.36,4.29,0.94,7.87,5.02,2.13,8.61
2018-10-11 08:00:00+00:00,320.46,751.67,55.01,18.63,37.22,4.77,4.72,1.48,5.26,5.05,2.79,8.13
2018-10-11 09:00:00+00:00,446.17,836.24,61.01,20.38,37.26,4.98,5.33,1.51,4.15,5.26,2.45,8.27
2018-10-11 10:00:00+00:00,523.09,839.56,76.90,21.79,33.51,4.20,4.91,1.46,2.74,4.70,1.97,8.28
2018-10-11 11:00:00+00:00,560.64,820.38,101.08,23.39,35.12,4.19,5.25,2.66,3.48,4.34,1.92,7.94
2018-10-11 12:00:00+00:00,376.55,280.81,220.25,24.20,36.73,4.46,5.18,2.05,4.07,4.94,2.79,7.78
2018-10-11 13:00:00+00:00,267.40,133.25,199.73,24.42,35.71,4.16,5.11,1.56,4.07,5.14,2.84,7.44
2018-10-11 14:00:00+00:00,184.99,66.21,155.62,24.53,36.70,4.40,5.34,1.51,4.53,4.50,3.05,7.85
2018-10-11 15:00:00+00:00,121.12,7.85,117.82,24.46,34.36,4.33,4.22,1.62,3.92,4.27,2.85,7.88
2018-10-11 16:00:00+00:00,14.98,-0.59,14.88,23.15,28.11,3.46,3.36,1.29,1.51,3.98,2.22,7.18
2018-10-11 17:00:00+00:00,-1.70,-1.06,-1.58,20.57,21.43,2.57,2.44,1.00,0.60,2.13,1.47,6.50
2018-10-11 18:00:00+00:00,-1.17,-1.07,-1.14,19.16,18.97,2.04,2.30,0.80,0.63,1.75,0.81,6.09
2018-10-11 19:00:00+00:00,-0.86,-0.85,-0.76,17.37,17.31,1.71,2.14,0.56,0.62,1.66,0.75,5.33
2018-10-11 20:00:00+00:00,-0.68,-0.55,-0.73,15.48,18.09,1.69,2.18,0.67,0.59,2.21,0.76,5.47
2018-10-11 21:00:00+00:00,-0.84,-0.51,-0.92,15.08,18.07,1.60,2.14,0.57,0.60,2.60,0.75,5.39
2018-10-11 22:00:00+00:00,-0.92,-0.45,-0.95,14.92,18.78,1.60,2.15,0.58,0.61,2.87,0.91,5.58
2018-10-11 23:00:00+00:00,-0.84,-0.31,-0.87,14.79,18.54,1.61,2.14,0.56,0.59,3.03,0.75,5.38
2018-10-12 00:00:00+00:00,-0.33,-0.21,-0.42,15.19,17.79,1.45,2.16,0.58,0.61,2.81,0.74,4.99
2018-10-12 01:00:00+00:00,-0.57,-0.28,-0.63,15.57,17.40,1.45,2.17,0.57,0.61,2.04,0.78,5.31
2018-10-12 02:00:00+00:00,-0.79,-0.36,-0.81,15.46,17.47,1.43,2.16,0.68,0.77,1.89,0.77,5.34
2018-10-12 03:00:00+00:00,-0.54,-0.27,-0.57,15.19,20.52,1.62,2.77,0.91,0.66,1.89,0.91,7.32
2018-10-12 04:00:00+00:00,-0.09,-0.08,-0.11,15.08,20.22,1.65,3.10,0.75,0.52,1.95,1.13,6.57
2018-10-12 05:00:00+00:00,0.14,-0.05,0.11,15.17,21.66,1.59,3.94,0.43,0.64,2.78,0.98,6.89
2018-10-12 06:00:00+00:00,16.52,0.01,16.38,15.31,25.66,4.02,4.34,0.89,1.20,2.86,1.34,6.49
2018-10-12 07:00:00+00:00,93.10,4.31,91.28,15.57,31.87,5.44,4.60,1.35,2.63,2.68,2.06,8.24
2018-10-12 08:00:00+00:00,202.20,71.25,175.64,16.52,35.59,4.78,5.45,1.12,4.01,3.72,3.34,8.16
2018-10-12 09:00:00+00:00,374.11,333.84,214.91,18.35,34.71,5.02,4.81,1.21,3.69,4.45,3.44,6.93
2018-10-12 10:00:00+00:00,383.64,175.34,288.23,20.32,32.62,4.34,4.51,1.26,3.25,3.97,2.66,7.55
2018-10-12 11:00:00+00:00,375.08,102.08,313.61,21.57,33.03,4.48,4.25,1.51,3.77,3.42,2.59,7.89
2018-10-12 12:00:00+00:00,444.01,295.99,281.10,22.56,35.04,5.62,4.72,1.03,3.93,4.20,2.84,7.49
2018-10-12 13:00:00+00:00,261.20,90.87,211.79,23.19,34.78,5.21,4.37,1.12,4.13,4.55,2.82,7.31
2018-10-12 14:00:00+00:00,302.04,291.72,194.91,23.83,33.10,3.80,4.97,0.89,3.89,3.65,3.04,7.51
2018-10-12 15:00:00+00:00,163.18,381.72,66.69,23.97,30.11,3.44,4.09,1.10,3.39,3.41,2.87,6.63
2018-10-12 16:00:00+00:00,71.70,223.32,43.24,23.54,26.80,2.90,3.37,0.87,2.65,3.24,2.39,6.27
2018-10-12 17:00:00+00:00,1.54,-0.29,1.50,22.47,23.05,2.55,2.57,0.88,1.70,3.04,1.66,5.91
2018-10-12 18:00:00+00:00,-1.13,-0.52,-1.14,21.48,18.22,1.61,2.26,0.86,0.61,1.78,1.25,5.20
2018-10-12 19:00:00+00:00,-1.18,-0.50,-1.18,20.95,17.70,1.26,2.44,0.70,0.62,1.67,1.22,5.19
2018-10-12 20:00:00+00:00,-1.12,-0.47,-1.12,20.56,17.30,1.26,2.25,0.67,0.61,1.67,1.21,5.08
2018-10-12 21:00:00+00:00,-1.02,-0.51,-1.02,19.98,17.01,1.26,2.29,0.66,0.59,1.67,1.22,4.88
2018-10-12 22:00:00+00:00,-1.13,-0.45,-1.13,19.63,17.06,1.26,2.41,0.51,0.61,1.68,1.22,4.97
2018-10-12 23:00:00+00:00,-0.94,-0.51,-0.94,18.90,17.55,1.26,2.50,0.61,0.61,1.59,1.22,5.24
2018-10-13 00:00:00+00:00,-0.93,-0.42,-0.95,18.86,17.05,1.27,2.56,0.51,0.59,1.57,1.22,4.87
2018-10-13 01:00:00+00:00,-0.94,-0.42,-0.98,18.73,17.34,1.27,2.61,0.51,0.62,1.57,1.39,4.92
2018-10-13 02:00:00+00:00,-0.83,-0.54,-0.83,17.96,17.38,1.26,2.66,0.50,0.60,1.63,1.21,4.96
2018-10-13 03:00:00+00:00,-0.83,-0.50,-0.84,16.77,17.30,1.26,2.67,0.51,0.60,1.82,1.23,4.81
2018-10-13 04:00:00+00:00,-0.87,-0.44,-0.91,16.47,17.39,1.26,2.67,0.50,0.63,1.86,1.21,4.83
2018-10-13 05:00:00+00:00,-0.45,-0.45,-0.47,16.32,18.34,1.26,2.69,0.60,0.65,2.60,1.23,4.85
2018-10-13 06:00:00+00:00,30.27,113.24,20.23,16.12,18.39,1.26,2.73,0.50,0.65,2.83,1.21,4.83
2018-10-13 07:00:00+00:00,157.78,454.68,60.74,17.01,18.58,1.26,2.91,0.50,0.70,2.61,1.21,4.92
2018-10-13 08:00:00+00:00,294.59,607.54,83.28,19.00,18.43,1.26,2.85,0.51,0.82,2.39,1.22,4.89
2018-10-13 09:00:00+00:00,416.33,708.32,94.02,20.91,18.94,1.26,2.76,0.52,1.22,2.04,1.54,4.95
2018-10-13 10:00:00+00:00,495.00,743.32,105.15,22.33,19.71,1.65,2.96,0.50,1.43,1.98,1.17,5.32
2018-10-13 11:00:00+00:00,525.25,744.01,114.23,23.60,20.79,1.90,3.08,0.61,1.76,1.98,1.32,5.39
2018-10-13 12:00:00+00:00,513.59,768.85,101.56,24.79,19.97,1.67,2.90,0.49,1.69,1.99,1.16,5.27
2018-10-13 13:00:00+00:00,375.41,389.25,184.44,25.24,19.18,1.31,2.73,0.52,1.74,1.91,1.15,4.97
2018-10-13 14:00:00+00:00,257.07,235.16,165.49,25.16,19.22,1.26,3.10,0.72,1.65,1.40,1.15,5.08
2018-10-13 15:00:00+00:00,103.27,39.31,94.56,24.68,19.16,1.26,2.69,0.71,1.42,1.40,1.28,5.68
2018-10-13 16:00:00+00:00,50.02,122.61,37.84,23.77,18.03,1.27,2.59,0.79,0.91,1.39,1.13,5.24
2018-10-13 17:00:00+00:00,0.44,-0.44,0.43,22.85,17.84,1.27,2.49,0.70,0.76,1.37,1.13,5.41
2018-10-13 18:00:00+00:00,-1.08,-0.50,-1.05,21.98,17.21,1.27,2.49,0.72,0.65,1.38,1.10,5.01
2018-10-13 19:00:00+00:00,-1.12,-0.52,-1.11,21.31,17.69,1.26,2.74,0.77,0.61,1.38,1.14,5.18
2018-10-13 20:00:00+00:00,-0.99,-0.51,-0.99,20.80,17.12,1.26,2.44,0.64,0.61,1.38,1.11,5.25
2018-10-13 21:00:00+00:00,-0.88,-0.59,-0.87,19.51,16.61,1.26,2.41,0.51,0.59,1.37,1.22,4.77
2018-10-13 22:00:00+00:00,-0.88,-0.48,-0.90,18.78,17.05,1.26,2.47,0.54,0.62,1.50,1.19,5.01
2018-10-13 23:00:00+00:00,-0.89,-0.39,-0.91,18.54,16.89,1.26,2.53,0.43,0.60,1.50,1.11,4.92
2018-10-14 00:00:00+00:00,-0.78,-0.43,-0.79,17.94,16.98,1.26,2.57,0.44,0.61,1.60,1.13,4.82
2018-10-14 01:00:00+00:00,-0.94,-0.46,-0.97,17.46,17.08,1.27,2.64,0.44,0.65,1.62,1.14,4.91
2018-10-14 02:00:00+00:00,-0.87,-0.41,-0.88,17.14,17.33,1.26,2.67,0.44,0.66,1.71,1.15,4.97
2018-10-14 03:00:00+00:00,-0.83,-0.33,-0.86,16.61,17.41,1.26,2.72,0.44,0.80,1.83,1.15,4.76
2018-10-14 04:00:00+00:00,-0.60,-0.31,-0.63,16.46,17.74,1.26,2.88,0.54,0.90,1.84,1.15,4.75
2018-10-14 05:00:00+00:00,-0.68,-0.40,-0.69,16.00,18.54,1.26,2.86,0.44,0.84,2.77,1.14,4.77
2018-10-14 06:00:00+00:00,25.22,69.24,19.07,15.80,18.61,1.26,2.75,0.42,0.92,2.82,1.15,4.88
2018-10-14 07:00:00+00:00,155.30,431.48,63.25,16.62,18.38,1.26,2.78,0.43,0.95,2.79,1.15,4.59
2018-10-14 08:00:00+00:00,254.04,531.79,73.06,18.27,18.81,1.26,2.80,0.44,0.94,2.54,1.32,5.02
2018-10-14 09:00:00+00:00,428.69,757.37,88.97,20.56,19.39,1.42,2.89,0.44,0.97,2.33,1.16,5.57
2018-10-14 10:00:00+00:00,398.38,502.44,138.94,21.86,22.15,1.58,3.60,1.01,0.92,3.48,1.17,5.64
2018-10-14 11:00:00+00:00,317.66,171.73,220.28,22.64,21.33,1.90,3.30,0.75,0.86,3.44,1.20,5.14
2018-10-14 12:00:00+00:00,290.45,135.89,216.81,23.50,21.09,2.08,2.93,0.44,0.77,3.51,1.21,5.37
2018-10-14 13:00:00+00:00,289.28,218.40,185.01,24.51,20.24,1.90,2.75,0.43,0.80,3.35,1.14,5.11
2018-10-14 14:00:00+00:00,213.27,243.35,115.76,24.83,20.14,1.86,3.02,0.45,0.60,2.82,1.17,5.37
2018-10-14 15:00:00+00:00,117.99,126.81,91.17,24.67,19.19,1.46,2.66,0.52,0.62,2.82,1.21,5.17
2018-10-14 16:00:00+00:00,45.79,79.36,35.17,24.11,18.86,1.33,2.67,0.44,0.61,2.81,1.15,5.17
2018-10-14 17:00:00+00:00,-0.23,-0.54,-0.20,22.83,19.15,1.28,2.64,0.44,0.65,2.78,1.30,5.38
2018-10-14 18:00:00+00:00,-1.16,-0.40,-1.15,22.25,18.69,1.28,2.63,0.44,0.66,2.76,1.16,5.11
2018-10-14 19:00:00+00:00,-1.04,-0.34,-1.04,22.07,19.04,1.28,2.61,0.47,0.62,3.00,1.14,5.25
2018-10-14 20:00:00+00:00,-1.16,-0.45,-1.16,21.37,19.02,1.29,2.59,0.60,0.65,2.87,1.16,5.26
2018-10-14 21:00:00+00:00,-1.22,-0.40,-1.21,20.54,18.49,1.28,2.62,0.44,0.65,2.86,1.15,4.89
2018-10-14 22:00:00+00:00,-1.19,-0.39,-1.18,20.00,18.94,1.28,2.61,0.43,0.82,2.86,1.14,5.21
2018-10-14 23:00:00+00:00,-1.15,-0.35,-1.16,19.36,18.29,1.28,2.62,0.44,0.69,2.85,1.11,4.78
2018-10-15 00:00:00+00:00,-1.14,-0.36,-1.15,19.02,18.66,1.28,2.94,0.43,0.73,2.86,1.13,4.83
2018-10-15 01:00:00+00:00,-1.01,-0.37,-1.04,18.73,18.68,1.29,2.71,0.56,0.75,2.85,1.14,4.87
2018-10-15 02:00:00+00:00,-0.66,-0.16,-0.71,18.42,18.91,1.28,2.74,0.59,0.82,2.86,1.14,4.98
2018-10-15 03:00:00+00:00,-0.54,-0.15,-0.57,18.76,22.33,1.41,2.75,0.69,0.94,2.96,1.42,7.71
2018-10-15 04:00:00+00:00,-0.85,-0.42,-0.86,18.26,22.15,1.31,2.78,0.68,1.15,2.65,1.32,7.75
2018-10-15 05:00:00+00:00,-0.85,-0.50,-0.87,17.29,20.17,1.75,2.96,0.32,0.91,2.46,1.44,5.85
2018-10-15 06:00:00+00:00,13.36,1.41,13.17,16.52,22.87,2.29,2.96,0.29,1.78,3.14,1.56,6.38
2018-10-15 07:00:00+00:00,96.46,138.93,67.63,16.80,32.79,4.08,5.08,1.08,3.22,3.09,2.19,9.06
